"stnid","stname","lat","lon","address","city","state"
"952040-99999","WEST ROEBUCK",-17.9,122.317,"Roebuck, Shire Of Broome, Western Australia, 6725, Australia","Roebuck","Western Australia"
"952050-99999","DERBY AERO",-17.367,123.667,"Airport Road, Derby, Shire Of Derby-West Kimberley, Western Australia, Australia","Airport Road","Western Australia"
"952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
"952830-99999","COOKTOWN AIRPORT",-15.45,145.183,"Cooktown Airport Road, Cooktown, Marton, Cook Shire, Queensland, 4895, Australia","Cooktown Airport Road","Queensland"
"952840-99999","WALKAMIN DPI",-17.133,145.433,"Walkamin, Tablelands Regional, Queensland, 4872, Australia","Walkamin","Queensland"
"952860-99999","MAREEBA AIRPORT AWS",-17.067,145.433,"Kennedy Highway, Mareeba, Mareeba Shire, Queensland, 4880, Australia","Kennedy Highway","Queensland"
"952880-99999","BOUGAINVILLE REEF",-15.5,147.117,NA,NA,NA
"952910-99999","INGHAM COMPOSITE",-18.65,146.183,"Victoria Mill Road, Victoria Plantation, Ingham, Hinchinbrook Shire, Queensland, Australia","Victoria Mill Road","Queensland"
"952920-99999","SOUTH JOHNSTONE EXP STN",-17.6,146,"South Johnstone Road, Boogan, South Johnstone, Cassowary Coast Regional, Queensland, Australia","South Johnstone Road","Queensland"
"952930-99999","WOOLSHED",-19.417,146.533,"Hervey Range, Charters Towers Regional, Queensland, 4817, Australia","Hervey Range","Queensland"
"952950-99999","AYR DPI RESEARCH STN",-19.617,147.383,"Webber Road, McDesme, Ayr, Burdekin Shire, Queensland, 4807, Australia","Webber Road","Queensland"
"952960-99999","AYR ALVA BEACH",-19.45,147.483,"Sandowns Street, Alva, Burdekin Shire, Queensland, Australia","Sandowns Street","Queensland"
"953030-99999","VARANUS ISLAND",-20.65,115.567,"Shire Of Ashburton, Western Australia, Australia","Shire Of Ashburton","Western Australia"
"953040-99999","BARROW ISLAND AIRPORT",-20.883,115.4,"Barrow Island, Shire Of Ashburton, Western Australia, Australia","Barrow Island","Western Australia"
"953050-99999","ONSLOW AIRPORT",-21.667,115.117,"YOLW, Onslow Airport Road, Onslow, Shire Of Ashburton, Western Australia, 6710, Australia","YOLW","Western Australia"
"953070-99999","KARRATHA AERO",-20.717,116.767,"Karasek Way, Gap Ridge, Karratha, City Of Karratha, Western Australia, Australia","Karasek Way","Western Australia"
"953170-99999","MARBLE BAR",-21.183,119.75,"Corunna Downs Road, Marble Bar, Shire of East Pilbara, Western Australia, 6760, Australia","Corunna Downs Road","Western Australia"
"953220-99999","RABBIT FLAT",-20.183,130.017,"Rabbit Flat, Tanami, Central Desert Region, Northern Territory, 0872, Australia","Rabbit Flat","Northern Territory"
"953230-99999","ARLTUNGA",-23.467,134.683,"Arltunga Road, Hale, Macdonnell Region, Central Desert Region, Northern Territory, Australia","Arltunga Road","Northern Territory"
"953510-99999","BLACKALL AIRPORT",-24.417,145.433,"Landsborough Highway, Blackall, Blackall Tambo Regional, Queensland, Australia","Landsborough Highway","Queensland"
"953620-99999","SPRINGSURE DAME ST",-24.117,148.083,"Springsure, Central Highlands Regional, Queensland, 4722, Australia","Springsure","Queensland"
"953670-99999","MACKAY AERO",-21.167,149.183,"Mackay Airport, Bluewater Trail, South Mackay, Mackay, Mackay Regional, Queensland, 4740, Australia","Mackay Airport","Queensland"
"953690-99999","ST LAWRENCE",-22.35,149.517,"St Lawrence Recreational Reserve, Saint Lawrence Connection Road, St Lawrence, Isaac Regional, Queensland, Australia","St Lawrence Recreational Reserve","Queensland"
"953700-99999","WILLIAMSON",-22.47,150.18,"Williamson Airfield, North South Road, Shoalwater, Livingstone Shire, Queensland, Australia","Williamson Airfield","Queensland"
"954020-99999","SHARK BAY AIRPORT",-25.9,113.583,"Francois Peron National Park, Shire Of Shark Bay, Western Australia, 6537, Australia","Francois Peron National Park","Western Australia"
"954480-99999","LEINSTER AERO",-27.85,120.7,"Leinster, Shire Of Leonora, Western Australia, 6437, Australia","Leinster","Western Australia"
"954580-99999","COOBER PEDY AIRPORT",-29.033,134.717,"Coober Pedy, The District Council of Coober Pedy, South Australia, 5723, Australia","Coober Pedy","South Australia"
"954800-99999","MARREE AERO",-29.667,138.067,"Marree Station, Pastoral Unincorporated Area, South Australia, 5733, Australia","Marree Station","South Australia"
"954810-99999","MOOMBA AIRPORT",-28.1,140.2,"Bonython Road, Gidgealpa, Pastoral Unincorporated Area, South Australia, 5731, Australia","Bonython Road","South Australia"
"954820-99999","BIRDSVILLE",-25.898,139.348,"MacDonald Street, Birdsville, Diamantina Shire, Queensland, Australia","MacDonald Street","Queensland"
"954850-99999","TIBOOBURRA",-29.451,142.058,"Airport Road, Tibooburra, Unincorporated Far West Area, New South Wales, 2880, Australia","Airport Road","New South Wales"
"954870-99999","BALLERA GAS FIELD",-27.417,141.817,"Durham, Bulloo Shire, Queensland, 4492, Australia","Durham","Queensland"
"954920-99999","THARGOMINDAH",-27.986,143.811,"Thargomindah Airport, Frew Street, Thargomindah, Bulloo Shire, Queensland, Australia","Thargomindah Airport","Queensland"
"955120-99999","BREWARRINA HOSPITAL",-29.95,146.85,"Brewarrina, Brewarrina Shire Council, New South Wales, 2839, Australia","Brewarrina","New South Wales"
"955200-99999","COLLARENBRI (ALBERT STREET)",-29.55,148.583,"Gwydir Highway, Collarenebri, Walgett Shire Council, New South Wales, 2833, Australia","Gwydir Highway","New South Wales"
"955270-99999","MOREE AERO",-29.491,149.846,"Blueberry Road, Moree, Moree Plains Shire Council, New South Wales, 2400, Australia","Blueberry Road","New South Wales"
"955290-99999","MILES CONSTANCE STREET",-26.65,150.183,"Miles State High School, Edith Street, Miles, Western Downs Regional, Queensland, 4415, Australia","Miles State High School","Queensland"
"955330-99999","TEXAS POST OFFICE",-28.85,151.167,"Kemp Street, Texas, Goondiwindi Regional, Queensland, Australia","Kemp Street","Queensland"
"955410-99999","INVERELL (RAGLAN ST)",-29.783,151.117,"Medora Street, Inverell, Inverell Shire Council, New South Wales, 2360, Australia","Medora Street","New South Wales"
"955430-99999","GAYNDAH AIRPORT",-25.617,151.617,"Gayndah Airport, John Taylors Road, Gayndah, North Burnett Regional, Queensland, Australia","Gayndah Airport","Queensland"
"955510-99999","TOOWOOMBA AIRPORT",-27.55,151.917,"Greenwattle Street, Wilsonton, Toowoomba, Toowoomba Regional, Queensland, 4350, Australia","Greenwattle Street","Queensland"
"955650-99999","HERVEY BAY AIRPORT",-25.317,152.883,"John Duigan Drive, Urangan, Hervey Bay, Fraser Coast Regional, Queensland, 4655, Australia","John Duigan Drive","Queensland"
"955660-99999","BEERBURRUM FOREST STATION",-26.95,152.967,"Rapkins Road, Beerburrum, Sunshine Coast Regional, Queensland, 4518, Australia","Rapkins Road","Queensland"
"955700-99999","GRAFTON AIRPORT",-29.75,153.033,"Clarence Valley Regional Airport, Airport Road, Glenugie, Grafton, Clarence Valley Council, New South Wales, 2460, Australia","Clarence Valley Regional Airport","New South Wales"
"955710-99999","GRAFTON RESEARCH STN",-29.617,152.967,"Experiment Farm Road, Grafton, Clarence Valley Council, New South Wales, Australia","Experiment Farm Road","New South Wales"
"955720-99999","NAMBOUR DPI-HILLSIDE",-26.65,152.933,"Towen Mount Road, Towen Mountain, Sunshine Coast Regional, Queensland, 4560, Australia","Towen Mount Road","Queensland"
"955750-99999","BEAUDESERT DRUMLEY ST",-27.967,152.983,"Wallace Way, Gleneagle, Beaudesert, Scenic Rim Regional, Queensland, 4285, Australia","Wallace Way","Queensland"
"955810-99999","LONGAN CITY WATER TREATMENT",-27.7,153.2,"6, Eagle Drive, Eagleby, Greater Brisbane, Queensland, 4129, Australia","Eagle Drive","Queensland"
"955910-99999","REDCLIFFE",-27.217,153.1,"Fleetwing Avenue, Newport, Greater Brisbane, City of Moreton Bay, Queensland, 4020, Australia","Fleetwing Avenue","Queensland"
"956000-99999","JURIEN BAY",-30.3,115.033,"Turquose Way Trail, Jurien Bay, Shire Of Dandaragan, Western Australia, 6516, Australia","Turquose Way Trail","Western Australia"
"956020-99999","BUSSELTON JETTY",-33.633,115.333,"Busselton, City Of Busselton, Western Australia, Australia","Busselton","Western Australia"
"956030-99999","KELLERBERRIN",-31.617,117.717,"Kellerberrin Airport, Dowding Street, Kellerberrin, Shire Of Kellerberrin, Western Australia, 6410, Australia","Kellerberrin Airport","Western Australia"
"956040-99999","GOSNELLS CITY",-32.05,115.983,"Armadale Railway PSP, Maddington, City of Gosnells, Western Australia, 6109, Australia","Armadale Railway PSP","Western Australia"
"956060-99999","LANCELIN",-31.017,115.317,"Western Australia, Australia","Western Australia","Western Australia"
"956070-99999","GARDEN ISLAND HSF",-32.233,115.683,"Dampier Road, HMAS Stirling, City of Rockingham, Western Australia, Australia","Dampier Road","Western Australia"
"956100-99999","KALAMUNDA BICKLEY",-32.017,116.133,"Walnut Road, Pickering Brook, City Of Kalamunda, Western Australia, Australia","Walnut Road","Western Australia"
"956110-99999","BUSSELTON AERO",-33.683,115.4,"Busselton Margaret River Airport, 86, Neville Hyder Drive, Yalyalup, City Of Busselton, Western Australia, 6280, Australia","Busselton Margaret River Airport","Western Australia"
"956120-99999","GINGIN AERO",-31.467,115.867,"Duffy Road, Yeal, Shire Of Gingin, Western Australia, Australia","Duffy Road","Western Australia"
"956130-99999","PEMBERTON",-34.45,116.033,"Dickensen Street, Pemberton, Shire Of Manjimup, Western Australia, 6260, Australia","Dickensen Street","Western Australia"
"956140-99999","KARNET",-32.433,116.067,"Serpentine, Shire of Serpentine-Jarrahdale, Western Australia, Australia","Serpentine","Western Australia"
"956150-99999","BEVERLEY",-32.1,116.917,"Beverley Golf Club, Forrest Street, Beverley, Shire Of Beverley, Western Australia, 6304, Australia","Beverley Golf Club","Western Australia"
"956160-99999","PINGELLY",-32.533,117.083,"Queen Street, Pingelly, Shire Of Pingelly, Western Australia, Australia","Queen Street","Western Australia"
"956170-99999","SHANNON",-34.583,116.35,"Middleton Road, Shire Of Manjimup, Western Australia, Australia","Middleton Road","Western Australia"
"956180-99999","WAGIN",-33.3,117.333,"Rifle North Street, Wagin, Shire Of Wagin, Western Australia, Australia","Rifle North Street","Western Australia"
"956200-99999","INNER DOLPHIN PYLON",-31.983,115.833,"Crawley, Perth, City of Perth, Western Australia, 6009, Australia","Crawley","Western Australia"
"956210-99999","COLLIE EAST",-33.367,116.167,"Collie River Trail, Collie, Shire Of Collie, Western Australia, 6225, Australia","Collie River Trail","Western Australia"
"956220-99999","DONNYBROOK",-33.567,115.817,"Golf Club Road, Donnybrook, Shire Of Donnybrook-Balingup, Western Australia, 6239, Australia","Golf Club Road","Western Australia"
"956230-99999","JARRAHWOOD",-33.8,115.65,"Jarrah Log Road, Yoganup, City Of Busselton, Western Australia, Australia","Jarrah Log Road","Western Australia"
"956240-99999","MERREDIN",-31.467,118.267,"Merredin-Nungarin Road, Nukarni, Merredin, Shire Of Merredin, Western Australia, 6415, Australia","Merredin-Nungarin Road","Western Australia"
"956250-99999","CUNDERDIN AIRFIELD",-31.617,117.217,"Cunderdin Airport, Aerodrome Road, Cunderdin, Shire Of Cunderdin, Western Australia, Australia","Cunderdin Airport","Western Australia"
"956260-99999","NAREMBEEN",-32.067,118.4,"Narembeen, Shire Of Narembeen, Western Australia, 6369, Australia","Narembeen","Western Australia"
"956270-99999","HYDEN COMPOSITE",-32.45,118.9,"East Hyden Bin Road, Hyden, Shire Of Kondinin, Western Australia, Australia","East Hyden Bin Road","Western Australia"
"956280-99999","ONGERUP",-33.95,118.483,"Foster Road, Mindarabin, Shire Of Gnowangerup, Western Australia, Australia","Foster Road","Western Australia"
"956310-99999","GOOMALLING",-31.3,116.833,"Goomalling Caravan Park, High Street, Goomalling, Shire Of Goomalling, Western Australia, 6460, Australia","Goomalling Caravan Park","Western Australia"
"956320-99999","BRIDGETOWN",-33.95,116.133,"Williams Street, Bridgetown, Shire Of Bridgetown-Greenbushes, Western Australia, 6255, Australia","Williams Street","Western Australia"
"956340-99999","SOUTHERN CROSS AIRFIELD",-31.233,119.35,"Rodgers Road, Southern Cross, Shire Of Yilgarn, Western Australia, Australia","Rodgers Road","Western Australia"
"956350-99999","HOPETOWN NORTH",-33.933,120.133,"Lookout Road, Hopetoun, Shire Of Ravensthorpe, Western Australia, 6348, Australia","Lookout Road","Western Australia"
"956360-99999","JACUP",-33.883,119.1,"Rabbit Proof Fence Road, Jerramungup, Shire Of Jerramungup, Western Australia, Australia","Rabbit Proof Fence Road","Western Australia"
"956370-99999","LAKE GRACE",-33.1,118.467,"Collie Lake King, Lake Grace, Shire Of Lake Grace, Western Australia, 6353, Australia","Collie Lake King","Western Australia"
"956380-99999","ESPERANCE AERO",-33.683,121.833,"Coolgardie Esperance Highway, Gibson, Shire Of Esperance, Western Australia, Australia","Coolgardie Esperance Highway","Western Australia"
"956390-99999","SALMON GUMS RES. STN",-32.983,121.617,"Salmon Gums West Road, Salmon Gums, Shire Of Esperance, Western Australia, Australia","Salmon Gums West Road","Western Australia"
"956400-99999","WANDERING",-32.667,116.667,"North Bannister-Wandering Road, Wandering, Shire Of Wandering, Western Australia, Australia","North Bannister-Wandering Road","Western Australia"
"956410-99999","WITCHCLIFFE",-34.033,115.1,"Wadandi Track, Forest Grove, Witchcliffe, Shire Of Augusta Margaret River, Western Australia, 6286, Australia","Wadandi Track","Western Australia"
"956420-99999","NORSEMAN AERO",-32.217,121.75,"Norseman, Shire Of Dundas, Western Australia, 6443, Australia","Norseman","Western Australia"
"956440-99999","MUNGLINUP WEST",-33.55,120.7,"Rawlinson Road, Munglinup, Shire Of Ravensthorpe, Western Australia, Australia","Rawlinson Road","Western Australia"
"956450-99999","CAIGUNA ASA",-32.265,125.489,"Eyre Highway, Caiguna, Cocklebiddy, Shire Of Dundas, Western Australia, Australia","Eyre Highway","Western Australia"
"956460-99999","FORREST",-30.833,128.117,"Forrest, Terry Way, Forrest, City Of Kalgoorlie-Boulder, Western Australia, Australia","Forrest","Western Australia"
"956470-99999","NORTH WALPOLE",-34.95,116.717,"Swann Road, North Walpole, Walpole, Shire Of Manjimup, Western Australia, 6398, Australia","Swann Road","Western Australia"
"956540-99999","WUDINNA AERO",-33.05,135.45,"Ucontitchie Road, Wudinna, Wudinna District Council, South Australia, 5652, Australia","Ucontitchie Road","South Australia"
"956580-99999","OLYMPIC DAM AERODROME",-30.483,136.883,"Olympic Dam Airport, Paringa Drive, Olympic Dam, Municipal Council of Roxby Downs, South Australia, Australia","Olympic Dam Airport","South Australia"
"956590-99999","MINLATON AERO",-34.75,137.517,"Bluff Road, Minlaton, Yorke Peninsula Council, South Australia, 5575, Australia","Bluff Road","South Australia"
"956600-99999","ANDAMOOKA",-30.45,137.167,"Andamooka, Pastoral Unincorporated Area, South Australia, 5722, Australia","Andamooka","South Australia"
"956610-99999","PORT LINCOLN AERO",-34.6,135.883,"Sullivan Drive, North Shields, The District Council of Lower Eyre Peninsula, South Australia, 5607, Australia","Sullivan Drive","South Australia"
"956620-99999","MINNIPA DPI",-32.85,135.15,"McKenzie Road, Minnipa, Wudinna District Council, South Australia, 5654, Australia","McKenzie Road","South Australia"
"956630-99999","CUMMINS AERO",-34.25,135.717,"Bratten Way, Kapinnie, Cummins, The District Council of Lower Eyre Peninsula, South Australia, 5631, Australia","Bratten Way","South Australia"
"956640-99999","WHYALLA",-33.059,137.514,"Whyalla Airport, Lincoln Highway, Whyalla Stuart, The Corporation of the City of Whyalla, South Australia, 5608, Australia","Whyalla Airport","South Australia"
"956660-99999","PORT AUGUSTA ARID LANDS",-32.517,137.717,"Caroona Road, Port Augusta West, Port Augusta City Council, South Australia, 5700, Australia","Caroona Road","South Australia"
"956670-99999","CLARE HIGH SCHOOL",-33.817,138.6,"Craig Hill Road, Stanley Flat, Clare, Clare and Gilbert Valleys Council, South Australia, 5453, Australia","Craig Hill Road","South Australia"
"956680-99999","GLUEPOT",-33.767,140.117,"Track 1, Gluepot, Pastoral Unincorporated Area, South Australia, 5417, Australia","Track 1","South Australia"
"956690-99999","PRICE",-34.3,138,"Price, Yorke Peninsula Council, South Australia, 5570, Australia","Price","South Australia"
"956700-99999","RAYVILLE PARK",-33.783,138.217,"High Street East, Snowtown, Wakefield Regional Council, South Australia, 5520, Australia","High Street East","South Australia"
"956710-99999","ROSEWORTHY AG COLLEGE",-34.517,138.683,"Graingers Road, Woolsheds, Wasleys, Light Regional Council, South Australia, 5400, Australia","Graingers Road","South Australia"
"956740-99999","TURRETFIELD RESEARCH CENTRE",-34.55,138.833,"Holland Road, Rosedale, Light Regional Council, South Australia, 5350, Australia","Holland Road","South Australia"
"956750-99999","BLACK POLE",-34.733,138.467,"South Australia, Australia","South Australia","South Australia"
"956760-99999","EDINBURGH",-34.703,138.621,"RAAF Base Edinburgh, Argent Road, Penfield, Adelaide, City of Playford, South Australia, 5121, Australia","RAAF Base Edinburgh","South Australia"
"956770-99999","ADELAIDE PARAFIELD",-34.793,138.633,"Parafield Airport, Kings Road, Parafield, Adelaide, City of Salisbury, South Australia, 5106, Australia","Parafield Airport","South Australia"
"956780-99999","MOUNT LOFTY",-34.967,138.7,"Bilba Track, Cleland, Adelaide Hills Council, South Australia, 5152, Australia","Bilba Track","South Australia"
"956790-99999","MOUNT TERRIBLE RADAR",-35.333,138.5,"Mount Terrible Road, Sellicks Hill, Adelaide, City of Onkaparinga, South Australia, 5174, Australia","Mount Terrible Road","South Australia"
"956870-99999","RENMARK AERO",-34.2,140.683,"Airport Road, Old Calperum, Renmark Paringa Council, South Australia, 5341, Australia","Airport Road","South Australia"
"956920-99999","POONCARIE MAIL AGENCY",-33.383,142.567,"Haverfield Street, Pooncarie, Wentworth Shire Council, New South Wales, 2648, Australia","Haverfield Street","New South Wales"
"956950-99999","WILCANNIA AERODROME AWS",-31.517,143.383,"Wilcannia-Wanaaring Road, Wilcannia, Central Darling Shire Council, New South Wales, 2836, Australia","Wilcannia-Wanaaring Road","New South Wales"
"956970-99999","IVANHOE AERODROME AWS",-32.883,144.317,"Ivanhoe, Central Darling Shire Council, New South Wales, 2878, Australia","Ivanhoe","New South Wales"
"956990-99999","WHITE CLIFFS AWS",-30.85,143.07,"White Cliffs Airport, Aerodrome Road, The Blocks, White Cliffs, Central Darling Shire Council, New South Wales, 2836, Australia","White Cliffs Airport","New South Wales"
"957040-99999","GRIFFITH AIRPORT AWS",-34.25,146.067,"Griffith Airport, Kalinda Road, Lake Wyangan, Griffith, Griffith City Council, New South Wales, 2680, Australia","Griffith Airport","New South Wales"
"957050-99999","YANCO AGRICULTURAL INSTITUTE",-34.617,146.433,"Regulator Road, Yanco, Leeton Shire Council, New South Wales, 2703, Australia","Regulator Road","New South Wales"
"957060-99999","NARRANDERA",-34.702,146.512,"Narrandera Airport, Irrigation Way, Cudgel, Narrandera, Narrandera Shire Council, New South Wales, 2703, Australia","Narrandera Airport","New South Wales"
"957070-99999","LAKE CARGELLIGO AIRPORT",-33.283,146.367,"Lachlan Valley Way, Lake Cargelligo, Lachlan Shire Council, New South Wales, 2672, Australia","Lachlan Valley Way","New South Wales"
"957080-99999","CONDOBOLIN AIRPORT",-33.067,147.217,"Fifield Road, Fifield, Condobolin, Lachlan Shire Council, New South Wales, 2877, Australia","Fifield Road","New South Wales"
"957090-99999","WEST WYALONG AIRPORT AWS",-33.933,147.2,"Boltes Lane, West Wyalong, Bland Shire Council, New South Wales, 2671, Australia","Boltes Lane","New South Wales"
"957100-99999","TRANGIE RESEARCH STATION",-31.983,147.95,"Trangie, Narromine Shire Council, New South Wales, 2823, Australia","Trangie","New South Wales"
"957150-99999","WALGETT AIRPORT",-30.033,148.117,"Pitt Street, Walgett, Walgett Shire Council, New South Wales, 2832, Australia","Pitt Street","New South Wales"
"957160-99999","GOULBURN AIRPORT AWS",-34.817,149.733,"Gundary, Goulburn Mulwaree Council, New South Wales, 2580, Australia","Gundary","New South Wales"
"957170-99999","PARKES AIRPORT",-33.133,148.233,"Muzyczuk Drive, Parkes, Parkes Shire Council, New South Wales, 2870, Australia","Muzyczuk Drive","New South Wales"
"957180-99999","COONAMBLE AIRPORT",-30.983,148.383,"Scotts Road, Coonamble, Coonamble Shire Council, New South Wales, 2829, Australia","Scotts Road","New South Wales"
"957190-99999","DUBBO AIRPORT AWS",-32.217,148.567,"Walters Way, Yuulong, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia","Walters Way","New South Wales"
"957210-99999","COWRA AIRPORT AWS",-33.85,148.65,"Cowra Airport, Airport Road, Cowra, Cowra Shire Council, New South Wales, 2794, Australia","Cowra Airport","New South Wales"
"957220-99999","TEMORA AIRPORT",-34.433,147.517,"Bartondale Road, Temora, Temora Shire Council, New South Wales, 2666, Australia","Bartondale Road","New South Wales"
"957250-99999","ORANGE AGRICULTURAL INSTITUTE",-33.317,149.083,"Orange Agricultural Institute, Forest Road, Bloomfield, Orange, Orange City Council, New South Wales, 2800, Australia","Orange Agricultural Institute","New South Wales"
"957260-99999","ORANGE AIRPORT",-33.383,149.133,"Aerodrome Road, Huntley, Spring Hill, Orange City Council, New South Wales, 2800, Australia","Aerodrome Road","New South Wales"
"957270-99999","DUNEDOO",-32.017,149.383,"Golden Highway, Arizona, Dunedoo, Warrumbungle Shire Council, New South Wales, 2844, Australia","Golden Highway","New South Wales"
"957280-99999","COONABARABRAN AIRPORT AWS",-31.317,149.267,"Coonabarabran, Warrumbungle Shire Council, New South Wales, 2357, Australia","Coonabarabran","New South Wales"
"957340-99999","NARRABRI AIRPORT AWS",-30.317,149.817,"Narrabri, Narrabri Shire Council, New South Wales, 2390, Australia","Narrabri","New South Wales"
"957350-99999","OBERON-SPRINGBANK",-33.683,149.833,"Humphries Drive, Oberon, Oberon Council, New South Wales, 2787, Australia","Humphries Drive","New South Wales"
"957400-99999","GUNNEDAH AIRPORT AWS",-30.95,150.25,"Old Wean Road, Gunnedah, Gunnedah Shire Council, New South Wales, 2380, Australia","Old Wean Road","New South Wales"
"957440-99999","SPRINGWOOD (VALLEY HEIGHTS)",-33.7,150.567,"Raymond Road, Springwood, Sydney, Blue Mountains City Council, New South Wales, 2777, Australia","Raymond Road","New South Wales"
"957460-99999","QUIRINDI",-31.5,150.667,"Munro Street, Quirindi, Liverpool Plains Shire Council, New South Wales, 2343, Australia","Munro Street","New South Wales"
"957470-99999","MURRURUNDI GAP AWS",-31.733,150.8,"Mount Helen Road, Ardglen, Murrurundi, Liverpool Plains Shire Council, New South Wales, 2338, Australia","Mount Helen Road","New South Wales"
"957480-99999","WOLLONGONG AIRPORT",-34.567,150.783,"Princes Motorway, Albion Park, Shellharbour City Council, New South Wales, 2527, Australia","Princes Motorway","New South Wales"
"957490-99999","KIAMA (BOMBO HEADLAND)",-34.65,150.85,"Princes Highway, Bombo, The Council of the Municipality of Kiama, New South Wales, 2533, Australia","Princes Highway","New South Wales"
"957520-99999","WATTAMOLLA AWS",-34.133,151.117,"Wattamolla Road, Sutherland Shire Council, New South Wales, Australia","Wattamolla Road","New South Wales"
"957530-99999","RICHMOND RAAF",-33.6,150.783,"RAAF Base Richmond, Clarendon Street, Richmond, Sydney, Hawkesbury City Council, New South Wales, 2753, Australia","RAAF Base Richmond","New South Wales"
"957540-99999","MERRIWA (ROSCOMMON)",-32.183,150.167,"Redwell Road, Merriwa, Upper Hunter Shire Council, New South Wales, 2329, Australia","Redwell Road","New South Wales"
"957560-99999","KURNELL AWS",-34,151.2,"Botany Bay, Sydney, New South Wales, 2019, Australia","Botany Bay","New South Wales"
"957580-99999","SCONE AIRPORT",-32.033,150.833,"Scone TAFE, Bunnan Road, Satur, Scone, Upper Hunter Shire Council, New South Wales, 2337, Australia","Scone TAFE","New South Wales"
"957610-99999","HOLSWORTHY AERODROME AWS",-33.983,150.95,"Old Illawarra Road, Holsworthy, Sydney, Liverpool City Council, New South Wales, 2173, Australia","Old Illawarra Road","New South Wales"
"957620-99999","TAMWORTH AIRPORT AWS",-31.067,150.833,"Oxley Highway, Westdale, Tamworth, Tamworth Regional Council, New South Wales, 2340, Australia","Oxley Highway","New South Wales"
"957650-99999","SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE)",-33.833,151.067,"Louise Sauvage Pathway, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia","Louise Sauvage Pathway","New South Wales"
"957670-99999","LAKE MACQUARIE AWS",-33.083,151.467,"Butler Avenue, Cooranbong, City of Lake Macquarie, New South Wales, 2265, Australia","Butler Avenue","New South Wales"
"957680-99999","NORTH HEAD",-33.817,151.3,"North Head Sanctuary, North Fort Road, Northern Beaches, Sydney, Northern Beaches Council, New South Wales, 2095, Australia","North Head Sanctuary","New South Wales"
"957700-99999","NORAH HEAD LIGHTHOUSE",-33.267,151.567,"Noraville Homestead, Elizabeth Drive, Noraville, Central Coast Council, New South Wales, 2263, Australia","Noraville Homestead","New South Wales"
"957710-99999","CESSNOCK AIRPORT",-32.783,151.333,"De Beyers Road, Cessnock, Cessnock City Council, New South Wales, Australia","De Beyers Road","New South Wales"
"957720-99999","LOSTOCK DAM SITE",-32.333,151.45,"Paterson River Road, Lostock, Dungog Shire Council, New South Wales, 2311, Australia","Paterson River Road","New South Wales"
"957730-99999","ARMIDALE AIRPORT AWS",-30.533,151.617,"Mills Road, Armidale, Armidale Regional Council, New South Wales, 2350, Australia","Mills Road","New South Wales"
"957740-99999","MANGROVE MOUNTAIN AWS",-33.283,151.217,"Mangrove Mountain Airport, Bloodtree Road, Mangrove Mountain, Central Coast Council, New South Wales, 2250, Australia","Mangrove Mountain Airport","New South Wales"
"957780-99999","FORSTER BEACH CARAVAN PARK",-32.183,152.5,"Point Road, Tuncurry, Mid-Coast Council, New South Wales, 2428, Australia","Point Road","New South Wales"
"957790-99999","NELSON BAY (NELSON HEAD)",-32.7,152.15,"Port Stephens, Port Stephens Council, New South Wales, 2317, Australia","Port Stephens","New South Wales"
"957840-99999","TAREE AIRPORT AWS",-31.883,152.517,"Old Lansdowne Road, Cundletown, Mid-Coast Council, New South Wales, 2430, Australia","Old Lansdowne Road","New South Wales"
"958050-99999","CAPE BORDA AWS",-35.75,136.6,"Return Road Hike, Cape Borda, Kangaroo Island Council, South Australia, 5223, Australia","Return Road Hike","South Australia"
"958060-99999","STENHOUSE BAY",-35.283,136.933,"Cape Spencer Lookout Trail, Inneston, Yorke Peninsula Council, South Australia, 5577, Australia","Cape Spencer Lookout Trail","South Australia"
"958070-99999","KINGSTONE AERO",-35.717,137.517,"Birchmore Road, Birchmore, Kangaroo Island Council, South Australia, 5223, Australia","Birchmore Road","South Australia"
"958110-99999","ENCOUNTER BAY",-35.55,138.6,"Victor Harbor Golf Club, 126, Inman Valley Road, Encounter Bay, Victor Harbor, City of Victor Harbor, South Australia, 5211, Australia","Victor Harbor Golf Club","South Australia"
"958120-99999","MURRAY BRIDGE",-35.117,139.267,"Olive Street, Murray Bridge, The Rural City of Murray Bridge, South Australia, 5253, Australia","Olive Street","South Australia"
"958130-99999","KAROONDA",-35.083,139.883,"Perponda Road, Karoonda, The District Council of Karoonda East Murray, South Australia, 5307, Australia","Perponda Road","South Australia"
"958140-99999","MENINGIE",-35.7,139.333,"Lake Albert Golf Club, Golf Club Road, Meningie, Coorong District Council, South Australia, 5264, Australia","Lake Albert Golf Club","South Australia"
"958150-99999","MUNKORA",-36.1,140.317,"Keith, Tatiara District Council, South Australia, 5267, Australia","Keith","South Australia"
"958160-99999","ROBE AIRFIELD",-37.183,139.8,"George Ormerod Drive, Robe, District Council of Robe, South Australia, 5276, Australia","George Ormerod Drive","South Australia"
"958180-99999","PALLAMANA AERODROME",-35.067,139.233,"Reedy Creek Road, The Rural City of Murray Bridge, South Australia, 5254, Australia","Reedy Creek Road","South Australia"
